,coocc_term,source_term,target_term,relation,score,count
843,Brass-Brake shoe,Brass,Brake shoe,is part of,0.9429101943969728,2
4901,Machine-Energy,Energy,Machine,is parameter of,0.94290030002594,2
10862,Vehicle-Magnitude (astronomy),Magnitude (astronomy),Vehicle,is parameter of,0.9428858160972596,2
9276,Track brake-Disc brake,Disc brake,Track brake,has type,0.9428807497024536,1
4688,Linkage (mechanical)-Drive by wire,Drive by wire,Linkage (mechanical),interacts with,0.9428789019584656,1
11502,Wheel cylinder-Wheel,Wheel cylinder,Wheel,is part of,0.9428380131721495,2
4818,Locomotive-Electric generator,Locomotive,Electric generator,consists of,0.9428361058235168,1
3199,Friction modifier-Aluminium,Friction modifier,Aluminium,is related with,0.9428319931030272,2
1305,Compression release engine brake-Brake,Compression release engine brake,Brake,is type of,0.9428145885467528,1
7935,Shoe-High-speed rail,High-speed rail,Shoe,consists of,0.9428087472915648,1
2909,Flap (aeronautics)-Axle,Axle,Flap (aeronautics),consists of,0.9428053498268129,2
3177,Four-wheel drive-Disc brake,Disc brake,Four-wheel drive,is related with,0.9428016543388368,3
4010,Hydraulics-Hydraulic motor,Hydraulics,Hydraulic motor,consists of,0.9427974224090576,3
6558,Pressure-Internal combustion engine,Pressure,Internal combustion engine,is parameter of,0.942790985107422,1
1069,Cast iron-Aluminium,Aluminium,Cast iron,is related with,0.9427907466888428,2
9151,Torque-Magnet,Magnet,Torque,has parameter,0.9427674412727356,2
3812,Hydraulic brake-Accumulator (computing),Hydraulic brake,Accumulator (computing),interacts with,0.9427655339241028,1
117,Brake fade-Brake,Brake,Brake fade,consists of,0.9427552819252014,1
11146,Viscosity index-Viscosity,Viscosity,Viscosity index,has parameter,0.9427471160888672,5
2620,Energy-Brake,Brake,Energy,has parameter,0.9427453875541688,1
4616,Lever-Disc brake,Disc brake,Lever,consists of,0.9427125453948976,6
9778,Transmission (mechanics)-Hub gear,Hub gear,Transmission (mechanics),is type of,0.942711055278778,6
5715,Oxide-Machine tool,Oxide,Machine tool,is related with,0.9427049160003662,1
11987,Wheel-Rail transport,Rail transport,Wheel,interacts with,0.9427039623260498,1
7630,Runway-Brake,Runway,Brake,interacts with,0.9426713585853576,1
7866,Sensotronic Brake Control-Disc brake,Disc brake,Sensotronic Brake Control,has type,0.9426614046096802,1
565,Brake-Anti-lock braking system,Anti-lock braking system,Brake,is type of,0.9426510334014891,1
10623,Vehicle-Brake,Brake,Vehicle,is part of,0.94264954328537,1
4264,Iron-Ceramic,Iron,Ceramic,is part of,0.942646324634552,3
6973,Railway air brake-Electronically controlled pneumatic brakes,Electronically controlled pneumatic brakes,Railway air brake,is type of,0.9425959587097168,2
960,Car controls-Brake,Brake,Car controls,interacts with,0.942591667175293,1
9036,Tool use by animals-Dust,Tool use by animals,Dust,is related with,0.942581832408905,2
5232,Materials science-Herbert Frood,Herbert Frood,Materials science,is related with,0.942578673362732,1
6846,Railroad car-Rail transport,Rail transport,Railroad car,is type of,0.9425646662712096,1
45,Axle-Anti-lock braking system,Axle,Anti-lock braking system,interacts with,0.942558526992798,1
7848,Sensor-Hydraulics,Hydraulics,Sensor,consists of,0.942557156085968,1
8936,Tire-Drag (physics),Tire,Drag (physics),has parameter,0.9425442218780518,1
3570,Hawker Siddeley Trident-Aircraft,Aircraft,Hawker Siddeley Trident,is related with,0.9425395727157592,1
10687,Vehicle-Brake,Vehicle,Brake,consists of,0.9425352215766908,2
2259,Electric arc-Brake,Electric arc,Brake,indirectly related with,0.9425318837165833,2
8934,Tire-Dandy horse,Tire,Dandy horse,interacts with,0.9425202012062072,6
794,Brake-by-wire-Brake,Brake,Brake-by-wire,interacts with,0.9425031542778016,3
10186,Vacuum servo-Vacuum,Vacuum,Vacuum servo,is parameter of,0.9424720406532288,2
627,Brake-Automatic transmission,Brake,Automatic transmission,interacts with,0.9424630403518676,1
4359,Kinetic energy recovery system-Formula One,Formula One,Kinetic energy recovery system,consists of,0.9424622058868408,2
6531,Pressure-Flywheel,Pressure,Flywheel,interacts with,0.9424593448638916,1
3295,Friction-Brake,Friction,Brake,is parameter of,0.9424561262130736,1
10178,Vacuum servo-Force,Vacuum servo,Force,has parameter,0.9424517154693604,1
3423,Friction-Exponential function,Friction,Exponential function,indirectly related with,0.9424508213996888,1
11396,Westinghouse Electric Corporation-Bendix Corporation,Bendix Corporation,Westinghouse Electric Corporation,is related with,0.942437708377838,1
6405,Pressure-Brake,Pressure,Brake,is parameter of,0.9424318075180054,1
1621,Diesel engine-Brake,Brake,Diesel engine,interacts with,0.9424270391464232,1
10829,Vehicle-Friction,Vehicle,Friction,consists of,0.9424262642860411,1
4649,Lever-Hydraulic brake,Lever,Hydraulic brake,is part of,0.9424158334732056,6
3294,Friction-Brake,Friction,Brake,is parameter of,0.9424108266830444,2
815,Braking distance-Brake,Brake,Braking distance,has parameter,0.9424057602882384,1
8420,Steel-Fluid,Steel,Fluid,is part of,0.9423946142196656,2
4898,Machine-Electromagnetic brake,Machine,Electromagnetic brake,has type,0.9423938989639282,2
7357,Resistor-Regenerative brake,Resistor,Regenerative brake,is related with,0.9423919916152954,3
7560,Rotation-Brake,Brake,Rotation,has parameter,0.9423846006393432,1
4867,MOT test-Brake,Brake,MOT test,is part of,0.9423836469650269,2
2172,Eddy current brake-Alternating current,Eddy current brake,Alternating current,is type of,0.9423509240150452,2
2226,Eddy current-Alternating current,Eddy current,Alternating current,is type of,0.9423509240150452,2
10545,Valve-Spring (device),Spring (device),Valve,consists of,0.9423366189002992,2
9560,Train-Braking distance,Braking distance,Train,is parameter of,0.9423213601112366,1
11844,Wheel-Flywheel,Wheel,Flywheel,interacts with,0.9423187375068665,1
2465,Electronic stability control-Anti-lock braking system,Electronic stability control,Anti-lock braking system,interacts with,0.9423158764839172,1
10516,Valve-Pressure,Valve,Pressure,has parameter,0.9422981142997742,1
7267,Reservoir-Force,Force,Reservoir,is parameter of,0.9422833919525146,1
1070,Cast iron-Aluminium,Cast iron,Aluminium,is related with,0.9422741532325744,2
7639,Runway-Piston,Piston,Runway,is part of,0.9422213435173036,1
3413,Friction-Eddy current,Eddy current,Friction,is part of,0.9422159790992736,2
1615,Detroit-Camshaft,Detroit,Camshaft,consists of,0.9422137141227722,1
11852,Wheel-Force,Wheel,Force,has parameter,0.9422132968902588,1
381,Brake shoe-Boiler,Boiler,Brake shoe,consists of,0.9422008395195008,2
10744,Vehicle-Brake fade,Brake fade,Vehicle,is part of,0.9421907663345336,1
3944,Hydraulics-Brake,Brake,Hydraulics,indirectly related with,0.9421833753585817,2
9226,Toyota-Supercapacitor,Toyota,Supercapacitor,consists of,0.9421664476394652,2
2859,Federal Aviation Administration-Eco-Management and Audit Scheme,Eco-Management and Audit Scheme,Federal Aviation Administration,is part of,0.9421582818031312,1
10791,Vehicle-Dynamic braking,Vehicle,Dynamic braking,consists of,0.9421494007110596,1
10197,Vacuum-Cylinder (engine),Cylinder (engine),Vacuum,has parameter,0.9421474933624268,2
12158,Wiltshire-Railway air brake,Railway air brake,Wiltshire,is related with,0.9421406984329224,1
8307,Stator-Magnetic field,Stator,Magnetic field,consists of,0.9420994520187378,1
8481,Stirrup-Noodle,Stirrup,Noodle,consists of,0.9420753121376038,6
900,CBS-BMW,BMW,CBS,consists of,0.9420459270477296,1
385,Brake shoe-Brake,Brake,Brake shoe,consists of,0.9420381784439088,2
4406,Kinetic energy-Flywheel,Kinetic energy,Flywheel,is parameter of,0.9420363903045654,3
8001,Slippery rail-Rail transport,Slippery rail,Rail transport,indirectly related with,0.9420357346534728,1
9053,Tool-Short circuit,Tool,Short circuit,consists of,0.9420302510261536,1
7652,Rust-Brake,Brake,Rust,indirectly related with,0.942009210586548,3
10253,Valve-Automatic transmission,Valve,Automatic transmission,is part of,0.9420068860054016,1
3055,Force-Brake,Force,Brake,is parameter of,0.9419997930526732,2
11919,Wheel-Magnet,Wheel,Magnet,consists of,0.9419780969619752,1
1802,Disc brake-Brake fluid,Disc brake,Brake fluid,consists of,0.941889464855194,1
7624,Rugby union positions-Motorcycle,Motorcycle,Rugby union positions,consists of,0.9418876767158508,1
2388,Electricity-CV/gate,CV/gate,Electricity,is part of,0.941866397857666,1
2506,Electronics-Electronic stability control,Electronics,Electronic stability control,is type of,0.9418658018112184,1
3756,Hooke's law-Brake,Brake,Hooke's law,indirectly related with,0.941853404045105,2
5829,Parking brake-Cam,Cam,Parking brake,interacts with,0.9418448209762572,2
9669,Train-Railway brake,Railway brake,Train,is part of,0.9418370127677916,2
8946,Tire-Friction,Friction,Tire,is parameter of,0.9418322443962096,1
5038,Magnetic field-Magnet,Magnet,Magnetic field,has parameter,0.9418264627456664,2
6577,Pressure-Motorcycle,Motorcycle,Pressure,has parameter,0.9418134689331056,1
11144,Viscosity index-Brake fluid,Brake fluid,Viscosity index,has parameter,0.9418132305145264,5
5203,Master cylinder-Cylinder (engine),Cylinder (engine),Master cylinder,is part of,0.941808581352234,6
11677,Wheel-Brake,Wheel,Brake,interacts with,0.9418073892593384,2
3981,Hydraulics-De Havilland Comet,Hydraulics,De Havilland Comet,is related with,0.9417871236801147,1
1251,Composite material-Ceramic,Composite material,Ceramic,is part of,0.9417816400527954,3
7251,Reservoir-Compressed air,Compressed air,Reservoir,is related with,0.9417709112167358,1
7511,Rod cell-Model (person),Model (person),Rod cell,consists of,0.9417643547058104,1
3015,Force-Brake,Brake,Force,has parameter,0.9417589902877808,1
5003,Magnetic field-Braking distance,Magnetic field,Braking distance,has parameter,0.9417521953582764,1
3184,Fred Duesenberg-Duesenberg,Fred Duesenberg,Duesenberg,is type of,0.9417442679405212,1
904,Cable television-Bicycle brake,Bicycle brake,Cable television,consists of,0.9417079091072084,6
2972,Flux-Design,Flux,Design,interacts with,0.9417073726654052,1
981,Car suspension-Car,Car,Car suspension,is type of,0.9417047500610352,2
1890,Douglas (motorcycles)-BBC,BBC,Douglas (motorcycles),is related with,0.9416844844818116,1
2649,Engine braking-Brake,Brake,Engine braking,consists of,0.9416813850402832,1
620,Brake-Automatic transmission,Automatic transmission,Brake,interacts with,0.9416794776916504,1
152,Brake fluid-Borate,Brake fluid,Borate,is related with,0.9416675567626952,5
7792,Sensor-Brake,Sensor,Brake,is part of,0.9416579008102416,1
4344,Kilogram-Brake,Brake,Kilogram,is part of,0.9416428208351136,2
2572,Emergency brake (train)-Computer,Computer,Emergency brake (train),has type,0.9416394233703612,1
1922,Drag (physics)-Conducting,Drag (physics),Conducting,is parameter of,0.9416022300720216,2
3126,Force-Computer,Computer,Force,has parameter,0.9415805339813232,1
8027,Solution (chemistry)-Adhesion,Solution (chemistry),Adhesion,has parameter,0.9415776133537292,1
10232,Vacuum-Train,Train,Vacuum,consists of,0.9415733814239502,2
5437,Moto Guzzi-CBS,CBS,Moto Guzzi,is part of,0.9415667057037354,1
7678,Safety-Mass,Safety,Mass,indirectly related with,0.9415618181228638,1
890,Burnout (vehicle)-Brake,Brake,Burnout (vehicle),has parameter,0.9415594339370728,1
7143,Regenerative brake-Mechanical energy,Regenerative brake,Mechanical energy,has parameter,0.9415560364723206,3
1889,Douglas (motorcycles)-Automotive industry,Douglas (motorcycles),Automotive industry,is related with,0.9415525197982788,1
3775,Hub gear-Bicycle brake,Bicycle brake,Hub gear,is part of,0.9415356516838074,6
7322,Resin-Melting point,Resin,Melting point,has parameter,0.9415249824523926,1
7476,Roadster (bicycle)-Developing country,Roadster (bicycle),Developing country,is part of,0.9414905309677124,6
4690,Linkage (mechanical)-Fly-by-wire,Fly-by-wire,Linkage (mechanical),interacts with,0.941483736038208,1
10331,Valve-Brake,Valve,Brake,is part of,0.9414829015731812,1
11295,Warranty-Automotive industry,Automotive industry,Warranty,has type,0.9414581060409546,1
10440,Valve-Force,Force,Valve,is parameter of,0.941436231136322,1
6783,Rail transport-Extended play,Rail transport,Extended play,consists of,0.9414017796516418,1
4123,Internal combustion engine-AC motor,AC motor,Internal combustion engine,is part of,0.9413822293281556,2
4977,Magnet-Electric current,Magnet,Electric current,consists of,0.9413737654685974,2
1727,Disc brake-Brake,Brake,Disc brake,has type,0.9413703680038452,2
11595,Wheel-Bicycle brake,Wheel,Bicycle brake,interacts with,0.9413658380508424,6
6100,Piston-Master cylinder,Master cylinder,Piston,is part of,0.94135719537735,2
9148,Torque-Linkage (mechanical),Torque,Linkage (mechanical),is parameter of,0.941336154937744,2
10958,Vehicle-Trailer (vehicle),Vehicle,Trailer (vehicle),consists of,0.9413350820541382,1
6734,Radio-Microprocessor,Radio,Microprocessor,is part of,0.9413294792175292,2
7042,Ratchet (device)-Parking brake,Ratchet (device),Parking brake,is part of,0.9413212537765504,1
116,Brake fade-Brake,Brake,Brake fade,consists of,0.9413012266159058,1
7154,Reinforced carbon–carbon-Ceramic,Reinforced carbon–carbon,Ceramic,is part of,0.9412778615951538,3
7883,Servomechanism-Drum brake,Drum brake,Servomechanism,is type of,0.941261887550354,2
7760,Semiconductor-Epicyclic gearing,Semiconductor,Epicyclic gearing,is related with,0.9412612915039062,1
9310,Traction (engineering)-Asphalt,Traction (engineering),Asphalt,is parameter of,0.9412472248077391,1
9741,Transducer-Torque,Transducer,Torque,has parameter,0.9412321448326112,1
1242,Composite material-Brake,Brake,Composite material,consists of,0.9412285089492798,3
11417,Westinghouse Electric Corporation-Westinghouse Air Brake Company,Westinghouse Air Brake Company,Westinghouse Electric Corporation,is type of,0.9412141442298888,1
8014,Snow-Ratio,Ratio,Snow,indirectly related with,0.9412122964859008,1
2454,Electronic brakeforce distribution-Anti-lock braking system,Anti-lock braking system,Electronic brakeforce distribution,is related with,0.9411885142326356,1
3455,Gas-Exhaust gas,Gas,Exhaust gas,is part of,0.9411863088607788,1
9770,Transmission (mechanics)-Engine,Engine,Transmission (mechanics),consists of,0.9411826133728028,1
8485,Stop sign-Kill switch,Kill switch,Stop sign,is type of,0.9411764740943908,1
3248,Friction-Brake,Brake,Friction,has parameter,0.9411650896072388,2
1692,Disc brake-Axle,Axle,Disc brake,interacts with,0.9411470293998718,1
424,Brake shoe-Brake,Brake shoe,Brake,is part of,0.9411287307739258,1
6101,Piston-Master cylinder,Piston,Master cylinder,consists of,0.9411107897758484,2
11880,Wheel-Gear,Gear,Wheel,interacts with,0.941110610961914,6
8275,Star catalogue-Pressure,Pressure,Star catalogue,is parameter of,0.9411081671714784,2
3293,Friction-Brake,Friction,Brake,is parameter of,0.9410852193832396,2
4673,Light truck-Brake-by-wire,Light truck,Brake-by-wire,consists of,0.9410817623138428,1
11884,Wheel-Gear train,Gear train,Wheel,is parameter of,0.941074788570404,1
3402,Friction-Disc brake,Friction,Disc brake,is parameter of,0.9410308599472046,3
5574,Natural logarithm-Friction,Friction,Natural logarithm,is parameter of,0.9410304427146912,1
8859,ThyssenKrupp-Saab Automobile,ThyssenKrupp,Saab Automobile,is related with,0.9410139918327332,1
1379,Continental AG-CBS,Continental AG,CBS,consists of,0.940997302532196,1
8161,Spline (mechanical)-Centerlock wheel,Centerlock wheel,Spline (mechanical),is type of,0.9409934282302856,6
7968,Silicone-Glycol ethers,Glycol ethers,Silicone,is related with,0.940993070602417,5
9760,Transmission (mechanics)-Brake,Transmission (mechanics),Brake,interacts with,0.9409847259521484,2
3247,Friction-Brake,Brake,Friction,has parameter,0.9409738779067992,1
8529,Stroke-Brake,Brake,Stroke,has parameter,0.940959632396698,1
3762,Hose-Brake,Hose,Brake,is part of,0.9409436583518982,1
5984,Piston rod-Brake,Piston rod,Brake,is part of,0.9409267902374268,1
8719,Temperature-Ethology,Ethology,Temperature,is parameter of,0.940904438495636,1
1065,Cashew-Brake,Brake,Cashew,consists of,0.9408988356590272,2
1706,Disc brake-Bicycle brake,Bicycle brake,Disc brake,is part of,0.9408811926841736,6
11208,Voltage-CV/gate,CV/gate,Voltage,consists of,0.940848708152771,1
9871,Truck-Brake,Truck,Brake,consists of,0.940837860107422,1
6147,Pneumatics-Brake,Pneumatics,Brake,is part of,0.9408204555511476,1
6466,Pressure-Brake fluid,Pressure,Brake fluid,is parameter of,0.9408190250396729,1
10192,Vacuum-Brake,Brake,Vacuum,consists of,0.9408151507377625,1
1837,Disc brake-Carbon fibers,Carbon fibers,Disc brake,is part of,0.9407976269721984,3
1690,Disc brake-Axle,Axle,Disc brake,consists of,0.9407928586006165,1
7559,Rotation-Brake,Brake,Rotation,has parameter,0.9407901167869568,2
3955,Hydraulics-Brake,Hydraulics,Brake,indirectly related with,0.940767228603363,2
2697,Engineer-Brake,Brake,Engineer,interacts with,0.9407615661621094,1
12034,Wheel-Steel,Steel,Wheel,is part of,0.9407564997673036,1
9646,Train-Magnetic field,Magnetic field,Train,is part of,0.940756380558014,1
2395,Electro (music)-Brake,Brake,Electro (music),has type,0.9407408833503724,1
3571,Hawker Siddeley Trident-Aircraft,Hawker Siddeley Trident,Aircraft,is related with,0.9407325387001038,1
4418,Kunze-Knorr brake-Goods wagon,Goods wagon,Kunze-Knorr brake,consists of,0.9407228231430054,1
8058,South Africa-Pneumatics,South Africa,Pneumatics,consists of,0.9406542778015136,1
10218,Vacuum-Pump,Vacuum,Pump,interacts with,0.9406516551971436,1
12214,Wood-Natural rubber,Natural rubber,Wood,is related with,0.9406511187553406,6
5140,Mass-Automobile handling,Automobile handling,Mass,indirectly related with,0.9406436085700988,1
5057,Manifold vacuum-Brake,Brake,Manifold vacuum,consists of,0.94063401222229,1
6060,Piston-Engine braking,Engine braking,Piston,is related with,0.9406251311302184,1
1844,Disc brake-Chemical property,Disc brake,Chemical property,has parameter,0.9406222105026244,2
3814,Hydraulic brake-Atmospheric pressure,Hydraulic brake,Atmospheric pressure,indirectly related with,0.9406012296676636,1
3246,Friction-Brake,Brake,Friction,has parameter,0.9405931830406188,1
3476,General Motors-Electric vehicle,General Motors,Electric vehicle,is type of,0.9405884742736816,3
4930,Magnet wire-Copper,Magnet wire,Copper,is related with,0.9405611157417296,1
9579,Train-Eddy current,Eddy current,Train,is part of,0.9405570030212402,2
3105,Force-Brake shoe,Brake shoe,Force,has parameter,0.9405567049980164,1
6404,Pressure-Brake,Pressure,Brake,is parameter of,0.940549612045288,1
1841,Disc brake-Carbon-fiber-reinforced polymers,Disc brake,Carbon-fiber-reinforced polymers,consists of,0.940548062324524,3
5415,Mineral oil-Corrosion inhibitor,Corrosion inhibitor,Mineral oil,is related with,0.940526843070984,2
2643,Energy-Electronic stability control,Electronic stability control,Energy,has parameter,0.9405130743980408,1
1864,Disc brake-Daimler Armoured Car,Disc brake,Daimler Armoured Car,is related with,0.9405006170272828,3
11553,Wheel-Actuator,Wheel,Actuator,consists of,0.9404780268669128,1
9907,Truck-Exhaust brake,Truck,Exhaust brake,consists of,0.9404708743095398,1
5732,Parameter-Friction,Friction,Parameter,has parameter,0.9404623508453368,1
4940,Magnet-Brake,Brake,Magnet,consists of,0.9404507279396056,1
8552,Structural load-Helicopter rotor,Structural load,Helicopter rotor,is parameter of,0.940415859222412,1
4341,Kill switch-Brake,Kill switch,Brake,interacts with,0.940407395362854,1
11441,Wheel cylinder-Anti-lock braking system,Wheel cylinder,Anti-lock braking system,interacts with,0.9403954744338988,5
10987,Ventilation (architecture)-Rust,Rust,Ventilation (architecture),indirectly related with,0.9403942227363586,3
10797,Vehicle-Electro (music),Electro (music),Vehicle,is type of,0.9403894543647766,2
7407,Rim (wheel)-Bicycle brake,Bicycle brake,Rim (wheel),is part of,0.9403886198997498,6
3806,Hybrid vehicle-Compressed air,Hybrid vehicle,Compressed air,consists of,0.940369427204132,3
11324,Wear-Precipitation,Precipitation,Wear,indirectly related with,0.9403612017631532,6
6677,Pump-Hydraulic brake,Pump,Hydraulic brake,is part of,0.9403501749038696,1
873,British Aircraft Corporation-British Aerospace,British Aerospace,British Aircraft Corporation,is related with,0.9403230547904968,1
8259,Stainless steel-Computer,Computer,Stainless steel,consists of,0.9403202533721924,1
789,Brake-by-wire-Battery electric vehicle,Brake-by-wire,Battery electric vehicle,is part of,0.9403190612792968,1
3352,Friction-Brake pad,Brake pad,Friction,has parameter,0.9403018951416016,2
3458,Gas-Friction,Friction,Gas,is parameter of,0.9402974843978882,1
112,Brake fade-Boundary layer,Brake fade,Boundary layer,is related with,0.9402614235877992,1
6250,Power (physics)-Internal combustion engine,Internal combustion engine,Power (physics),is part of,0.940221071243286,1
3627,Heat-Alloy,Heat,Alloy,is parameter of,0.9402194619178772,3
10911,Vehicle-Regenerative brake,Vehicle,Regenerative brake,is type of,0.940166175365448,1
11422,"Weverton, Maryland-Cincinnati, Hamilton and Dayton Railway (1846–1917)","Cincinnati, Hamilton and Dayton Railway (1846–1917)","Weverton, Maryland",is related with,0.940161406993866,1
10591,Vehicle-Acceleration,Acceleration,Vehicle,is part of,0.9401553869247437,2
10010,United States-Kill switch,Kill switch,United States,is part of,0.9401544332504272,1
1412,Cork (material)-Brake pad,Cork (material),Brake pad,is related with,0.9401355981826782,6
6486,Pressure-Cargo,Pressure,Cargo,is parameter of,0.9401076436042786,1
10622,Vehicle-Brake,Brake,Vehicle,is part of,0.940095841884613,1
3176,Four-wheel drive-Daimler Armoured Car,Four-wheel drive,Daimler Armoured Car,is related with,0.9400940537452698,3
1223,Coal-Atmospheric pressure,Coal,Atmospheric pressure,consists of,0.940089762210846,2
10828,Vehicle-Friction,Friction,Vehicle,is part of,0.9400867223739624,2
1883,Domain Name System-Calibration,Calibration,Domain Name System,indirectly related with,0.940074384212494,1
7716,Screw-Disc brake,Disc brake,Screw,consists of,0.9400437474250792,6
1015,Car-Brake,Car,Brake,consists of,0.9400179982185364,1
9307,Traction (engineering)-Anti-lock braking system,Traction (engineering),Anti-lock braking system,is parameter of,0.9399972558021544,1
6326,Pressure-Anti-lock braking system,Pressure,Anti-lock braking system,is parameter of,0.9399868249893188,1
11254,WSP Global-Atmospheric pressure,Atmospheric pressure,WSP Global,is part of,0.9399638772010804,1
3433,G-force-Brake,Brake,G-force,has parameter,0.9399594664573668,2
1317,Compression release-Compressed air,Compression release,Compressed air,consists of,0.939947247505188,1
4241,Internal combustion engine-Four-stroke engine,Four-stroke engine,Internal combustion engine,is type of,0.9399420619010924,1
2628,Energy-Cement,Cement,Energy,is related with,0.9399287104606628,2
2511,Embodied energy-Electric vehicle,Embodied energy,Electric vehicle,is part of,0.9399166107177734,3
9826,Transmitter-Brake,Brake,Transmitter,consists of,0.9399135112762452,1
10568,Valve-Vacuum,Valve,Vacuum,is part of,0.9399001598358154,1
3234,Friction-Bombardier Electrostar,Bombardier Electrostar,Friction,consists of,0.9398967027664183,1
7753,Selenium-Oxide,Oxide,Selenium,is related with,0.9398553967475892,1
4340,Kill switch-Brake,Brake,Kill switch,interacts with,0.9398534297943116,1
4379,Kinetic energy recovery system-Kinetic energy,Kinetic energy,Kinetic energy recovery system,is type of,0.9398438334465028,2
3691,Heberlein brake-Counterweight brake,Counterweight brake,Heberlein brake,has type,0.9397894740104676,1
3368,Friction-Brake pad,Friction,Brake pad,is related with,0.939770758152008,3
4283,Italy-Cement,Cement,Italy,is related with,0.9397655725479126,2
9114,Torque-Electromagnetic clutches and brakes,Torque,Electromagnetic clutches and brakes,is parameter of,0.939763367176056,1
7673,Safety-Distance,Safety,Distance,indirectly related with,0.9397350549697876,1
9277,Track brake-Eddy current,Eddy current,Track brake,is type of,0.9397305250167848,1
3384,Friction-Chrysler,Friction,Chrysler,has type,0.9397247433662416,3
8011,Smokebox-Draft (hull),Smokebox,Draft (hull),has parameter,0.9397045373916626,1
10835,Vehicle-Hydraulics,Vehicle,Hydraulics,has parameter,0.9396961331367492,1
10388,Valve-Butterfly valve,Valve,Butterfly valve,is part of,0.939685583114624,1
3757,Hooke's law-Brake,Hooke's law,Brake,indirectly related with,0.9396563172340392,2
5255,Maxaret-De Havilland,De Havilland,Maxaret,is related with,0.939655065536499,1
2632,Energy-Compressed air,Compressed air,Energy,is related with,0.9396517872810364,1
7898,Setpoint (control system)-Aircraft,Setpoint (control system),Aircraft,is parameter of,0.9396483302116394,1
9631,Train-Knorr-Bremse,Train,Knorr-Bremse,consists of,0.9396255612373352,1
6008,Piston-Brake,Piston,Brake,is part of,0.9396138787269592,1
7173,Renault-Maybach,Maybach,Renault,is related with,0.9395987391471864,2
6565,Pressure-Lever,Pressure,Lever,is parameter of,0.9395973682403564,1
6403,Pressure-Brake,Pressure,Brake,is parameter of,0.9395951628684998,1
8070,Speed-Anti-lock braking system,Anti-lock braking system,Speed,has parameter,0.939555525779724,1
5888,Pascal (unit)-Inch of mercury,Inch of mercury,Pascal (unit),is related with,0.9395525455474854,2
12233,World Forum for Harmonization of Vehicle Regulations-Brake,World Forum for Harmonization of Vehicle Regulations,Brake,consists of,0.9395427703857422,1
8876,Tin-Die casting,Tin,Die casting,is related with,0.9395423531532288,1
4650,Lever-Hydraulics,Hydraulics,Lever,indirectly related with,0.9395349025726318,6
4806,Locomotive-Control valve,Locomotive,Control valve,consists of,0.9395307898521424,2
4813,Locomotive-Distributed power,Distributed power,Locomotive,is type of,0.9395270943641664,2
1931,Drive shaft-Axle,Axle,Drive shaft,interacts with,0.9395083785057068,1
3575,Hawker Siddeley Trident-British Aerospace ATP,British Aerospace ATP,Hawker Siddeley Trident,is related with,0.93950617313385,1
8479,Stiffness-Railroad car,Stiffness,Railroad car,is parameter of,0.9394891858100892,1
2603,Emergency-Alcohol (drug),Emergency,Alcohol (drug),indirectly related with,0.9394850134849548,1
8788,Thoracic diaphragm-Manifold vacuum,Manifold vacuum,Thoracic diaphragm,consists of,0.9394629001617432,1
8556,Strut-Sheep,Strut,Sheep,interacts with,0.9394512176513672,2
824,Braking distance-Brake,Braking distance,Brake,is parameter of,0.9394434094429016,1
3116,Force-Chemistry,Chemistry,Force,consists of,0.9394376277923584,1
10582,Vehicle Dynamics Integrated Management-Brake,Vehicle Dynamics Integrated Management,Brake,consists of,0.9394238591194152,1
5425,Model year-Brake,Brake,Model year,is part of,0.939419150352478,2
8967,Tire-Natural rubber,Natural rubber,Tire,is part of,0.9393726587295532,6
1665,Disc brake-Angle,Angle,Disc brake,is parameter of,0.93936949968338,3
9944,Tunnel-Tram,Tram,Tunnel,consists of,0.9393637776374816,1
11197,Voltage-Ambient music,Ambient music,Voltage,consists of,0.9393583536148072,1
4300,Jeep CJ-Car,Jeep CJ,Car,is type of,0.9393472671508788,2
2403,Electro (music)-Electrical network,Electrical network,Electro (music),is part of,0.9393467903137208,1
8608,Switzerland-Drum brake,Drum brake,Switzerland,is part of,0.9393304586410522,6
2379,Electricity-Atmospheric pressure,Electricity,Atmospheric pressure,indirectly related with,0.9392712712287904,2
5305,Mechanism of action-Cable television,Mechanism of action,Cable television,is part of,0.939257800579071,6
9208,Toyota-Automatic transmission,Automatic transmission,Toyota,is part of,0.9392558932304382,1
5509,Motorcycle-Hydraulic brake,Hydraulic brake,Motorcycle,is part of,0.9392162561416626,1
9504,Train-Brake,Train,Brake,consists of,0.9392059445381165,2
9827,Transmitter-Brake,Transmitter,Brake,is part of,0.939187228679657,1
9117,Torque-Flywheel,Flywheel,Torque,has parameter,0.9391793608665466,2
11214,Voltage-Electric battery,Voltage,Electric battery,is parameter of,0.9391499161720276,1
1388,Control system-Brake,Brake,Control system,interacts with,0.9391463398933412,1
3416,Friction-Eddy current brake,Eddy current brake,Friction,has parameter,0.9391375780105592,2
6861,Railway air brake-Air pump,Railway air brake,Air pump,consists of,0.9391176104545592,1
9179,Touring motorcycle-MV Agusta,MV Agusta,Touring motorcycle,is related with,0.9391067028045654,3
1290,Compressed-air energy storage-Brake,Brake,Compressed-air energy storage,consists of,0.9390949010849,1
6317,Pressure-Air compressor,Pressure,Air compressor,is parameter of,0.9390913248062134,1
6162,Pneumatics-Electro (music),Electro (music),Pneumatics,is type of,0.9390782713890076,1
